nome_istituzione;provincia;tipo;email_istituzionale;pec;sito_web;linkedin;social;numero_telefono
GALILEO FERRARIS;Ragusa;statale;rgis01300v@istruzione.it;rgis01300v@pec.istruzione.it;https://www.istitutoferraris.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-di-Istruzione-Superiore-G-Ferraris-Ragusa-100086496710911/;0932 252860
GIORGIO LA PIRA;Ragusa;statale;rgis00600q@istruzione.it;rgis00600q@pec.istruzione.it;https://www.islapira.edu.it/struttura/i-i-s-s-g-la-pira/;NON PRESENTE;NON PRESENTE; 0932953326
GIOSUE' CARDUCCI;Ragusa;statale;rgis003008@istruzione.it;rgis003008@pec.istruzione.it;https://www.istitutocarducci.edu.it/;NON PRESENTE;https://www.facebook.com/istitutocarducci/?locale=it_IT;0932961750
GIOVANNI DANTONI;Ragusa;statale;rgic82600r@istruzione.it;rgic82600r@pec.istruzione.it;https://www.icgiovannidantoni.it/;NON PRESENTE;https://www.facebook.com/groups/1443030989247095/?locale=it_IT;0932 831464
GIOVANNI VERGA;Ragusa;statale;rgis004004@istruzione.it;rgis004004@pec.istruzione.it;NON PRESENTE;NON PRESENTE;NON PRESENTE;
GIUSEPPE MAZZINI;Ragusa;statale;rgis01400p@istruzione.it;rgis01400p@pec.istruzione.it;https://www.iismazzinivittoria.edu.it/;NON PRESENTE;NON PRESENTE;0932 652053
I.C. CARLO AMORE - PIANO GESU';Ragusa;statale;rgic810007@istruzione.it;rgic810007@pec.istruzione.it;https://www.scuolacarloamoremodica.edu.it/;NON PRESENTE;https://www.facebook.com/carloamoremodica/;0932 774033
I.C. F. CRISPI - P. VETRI;Ragusa;statale;rgic82200d@istruzione.it;rgic82200d@pec.istruzione.it;http://francescocrispi.it/;NON PRESENTE;NON PRESENTE;0932 242878
I.C. PALAZZELLO - VANN'ANTO';Ragusa;statale;rgic83300x@istruzione.it;rgic83300x@pec.istruzione.it;https://www.palazzellovannanto.edu.it/;NON PRESENTE;https://www.facebook.com/palazzellovannanto/;0932 734614
"IST. COMPR. ""GESUALDO BUFALINO""";Ragusa;statale;rgic80500q@istruzione.it;rgic80500q@pec.istruzione.it;https://www.icsgesualdobufalino.edu.it/;NON PRESENTE;https://www.facebook.com/people/ICS-Gesualdo-Bufalino-Pedalino/100082824177751/;0932729113
L. SCIASCIA - G. CARUANO;Ragusa;statale;rgic802008@istruzione.it;rgic802008@pec.istruzione.it;https://www.icsciasciascoglitti.edu.it/;NON PRESENTE;https://www.facebook.com/3Dandstlprobables;0932 1836028
LEONARDO DA VINCI;Ragusa;statale;rgic80700b@istruzione.it;rgic80700b@pec.istruzione.it;https://italiawp.demoargoweb.com/;NON PRESENTE;https://www.facebook.com/leonardodavinci.ispica.ragusa/?locale=it_IT;0932 123456
LUIGI PIRANDELLO;Ragusa;statale;rgic83600b@istruzione.it;rgic83600b@pec.istruzione.it;http://www.scuolapirandellocomiso.edu.it/;NON PRESENTE;https://www.facebook.com/luigipirandellocomiso/;0932961245
PADRE PIO DA PIETRELCINA;Ragusa;statale;rgic83000c@istruzione.it;rgic83000c@pec.istruzione.it;https://www.istitutopadrepioispica.edu.it/;NON PRESENTE;https://www.facebook.com/veneto79/?locale=it_IT;0932 793318
PORTELLA DELLA GINESTRA;Ragusa;statale;rgic829008@istruzione.it;rgic829008@pec.istruzione.it;http://www.istitutocomprensivoportella.it/;NON PRESENTE;https://www.facebook.com/61572566934884/;0932 518939
PRINCIPI GRIMALDI;Ragusa;statale;rgrh020005@istruzione.it;rgrh020005@pec.istruzione.it;https://www.principigrimaldi.edu.it/;NON PRESENTE;https://www.facebook.com/istitutoalberghieroprincipigrimaldimodica/;0932 762991
QUINTINO CATAUDELLA;Ragusa;statale;rgis00800b@istruzione.it;rgis00800b@pec.istruzione.it;http://www.istitutocataudella.it/;NON PRESENTE;https://www.facebook.com/profile.php?id=100063774741438;333 685 2925
RAFFAELE POIDOMANI;Ragusa;statale;rgic825001@istruzione.it;rgic825001@pec.istruzione.it;https://www.scuolapoidomani.edu.it/;NON PRESENTE;https://www.facebook.com/p/Raffaele-Poidomani-100054448812561/?locale=it_IT;0932 904298
S. MARTA - E. CIACERI;Ragusa;statale;rgic809003@istruzione.it;rgic809003@pec.istruzione.it;http://www.santamartamodica.it/;NON PRESENTE;https://www.facebook.com/groups/3266032086943042/;0932 941968
"""ARCHIMEDE"" ROSOLINI";Siracusa;statale;sris017003@istruzione.it;sris017003@pec.istruzione.it;https://www.istitutosuperiorearchimede.edu.it/;NON PRESENTE;https://www.facebook.com/profile.php?id=100057359924005;0931 502286 
"""L.DA VINCI"" FLORIDIA";Siracusa;statale;srps150001@istruzione.it;srps150001@pec.istruzione.it;https://www.liceofloridia.edu.it/;NON PRESENTE;https://www.facebook.com/LiceoScientificoLeonardoDaVinciFloridia/?locale=it_IT;0931.949768
"""MATTEO RAELI""";Siracusa;statale;sris016007@istruzione.it;sris016007@pec.istruzione.it;https://www.istitutoraelinoto.edu.it/;NON PRESENTE;https://www.facebook.com/ArteaNoto/;0931 835607
"""PIER LUIGI NERVI- ALAIMO "" LENTINI";Siracusa;statale;sris011004@istruzione.it;sris011004@pec.istruzione.it;https://www.istitutonervialaimo.edu.it/;NON PRESENTE;NON PRESENTE;095 901808
"""T. GARGALLO"" SIRACUSA";Siracusa;statale;srpc08000r@istruzione.it;srpc08000r@pec.istruzione.it;https://www.liceogargallo.edu.it/;NON PRESENTE;https://www.facebook.com/p/Liceo-Gargallo-Siracusa-100063660847996/?locale=it_IT;0931490053
"I I.C. ""G. E. RIZZO"" MELILLI";Siracusa;statale;sric84000x@istruzione.it;sric84000x@pec.istruzione.it;https://www.comprensivomelilli.edu.it/;NON PRESENTE;NON PRESENTE;0931 551782
"I I.C. ""PIRANDELLO"" CARLENTINI";Siracusa;statale;sric823006@istruzione.it;sric823006@pec.istruzione.it;https://www.1comprcarlentinipirandello.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-Pirandello-Carlentini-100057389082848/?locale=it_IT;0957831565
"I I.C. ""SILVIO PELLICO"" PACHINO";Siracusa;statale;sric853002@istruzione.it;sric853002@pec.istruzione.it;https://www.pellicopachino.edu.it/;NON PRESENTE;NON PRESENTE;0931 801226
"I.C. ""F. D'AMICO"" ROSOLINI";Siracusa;statale;sric85100a@istruzione.it;sric85100a@pec.istruzione.it;https://www.damicorosolini.edu.it/;NON PRESENTE;https://www.facebook.com/damicorosolini;0931 855955
"I.C. ""G. LOMBARDO RADICE"" SR";Siracusa;statale;sric86200r@istruzione.it;sric86200r@pec.istruzione.it;https://www.istitutocomprensivoglradice.edu.it/;NON PRESENTE;NON PRESENTE;093167682
"I.C. ""S. RAITI"" SIRACUSA";Siracusa;statale;sric861001@istruzione.it;sric861001@pec.istruzione.it;http://www.istitutoraiti.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-S-Raiti-Siracusa-100058795253915/;0931 67426
I.C. E. DE CILLIS ROSOLINI;Siracusa;statale;sric85000e@istruzione.it;sric85000e@pec.istruzione.it;https://www.decillisrosolini.edu.it/;NON PRESENTE;https://www.facebook.com/685902728117252;0931 855460
"I.C.""WOJTYLA-CHINDEMI"" SIRACUSA";Siracusa;statale;sric81100x@istruzione.it;sric81100x@pec.istruzione.it;http://www.14comprensivosr.edu.it/;NON PRESENTE;https://www.facebook.com/istitutocomprensivowojtylachindemisr/;0931 37234
"I.I.S.S ""MAJORANA""";Siracusa;statale;sris02300a@istruzione.it;sris02300a@pec.istruzione.it;https://www.istitutomajoranaavola.edu.it/;NON PRESENTE;https://www.facebook.com/liceoclassicomajorana/;0931 831970
"I.S. ""FEDERICO II DI SVEVIA""";Siracusa;statale;srrh040007@istruzione.it;srrh040007@pec.istruzione.it;http://federicosecondodisveviasr.it/;NON PRESENTE;https://www.facebook.com/istitutofedericosecondodisveviasiracusa/?locale=it_IT;0931417665
"I.S. ""GORGIA VITTORINI-MONCADA""";Siracusa;statale;sris02800d@istruzione.it;sris02800d@pec.istruzione.it;https://www.gorgiavittorinimoncada.edu.it/;NON PRESENTE;https://www.facebook.com/liceogorgiavittorini/?locale=it_IT;095901969
"I.S. ""RIZZA-INSOLERA""";Siracusa;statale;sris024006@istruzione.it;sris024006@pec.istruzione.it;https://istitutofiladelfoinsolera.edu.it/;NON PRESENTE;https://www.facebook.com/filadelfoinsolera/;0931 493933
"II I.C. ""G. BIANCA"" AVOLA";Siracusa;statale;sric83300r@istruzione.it;sric83300r@pec.istruzione.it;https://www.icbianca.edu.it/;NON PRESENTE;https://www.facebook.com/II.IC.BiancaAvola/?locale=it_IT;0931 834005
"III I.C. ""S. LUCIA"" SIRACUSA";Siracusa;statale;sric828009@istruzione.it;sric828009@pec.istruzione.it;http://3icsr.edu.it/;NON PRESENTE;https://www.facebook.com/3ICSIRACUSA/;0931 60376
"IS ""RUIZ"" DI AUGUSTA";Siracusa;statale;sris009004@istruzione.it;sris009004@pec.istruzione.it;https://www.2superioreaugusta.edu.it/index.php;NON PRESENTE;https://www.facebook.com/ruiz.augusta/;0931991894
IST.ISTR.SUPERIORE PALAZZOLO ACREIDE;Siracusa;statale;sris003005@istruzione.it;sris003005@pec.istruzione.it;http://www.polivalentepalazzolo.edu.it/;NON PRESENTE;https://www.facebook.com/p/Polivalente-Palazzolo-Acreide-IIS-100085005846217/;0931882325
"IV I.C. ""D. COSTA"" AUGUSTA";Siracusa;statale;sric831005@istruzione.it;sric831005@pec.istruzione.it;https://www.4istitutocosta.edu.it/;NON PRESENTE;https://www.facebook.com/p/4-Istituto-Comprensivo-D-Costa-Augusta-100086595142010/?locale=it_IT;0931991495
"IV I.C. ""G. MARCONI"" LENTINI";Siracusa;statale;sric852006@istruzione.it;sric852006@pec.istruzione.it;http://www.4comprensivomarconi.edu.it/;NON PRESENTE;https://www.facebook.com/marconilentini/;095 901019
L. EINAUDI;Siracusa;statale;sris029009@istruzione.it;sris029009@pec.istruzione.it;http://www.istitutoeinaudi.edu.it/;NON PRESENTE;https://www.facebook.com/IISEinaudiSiracusa/?locale=it_IT;0931 38043
MEGARA;Siracusa;statale;srpc070006@istruzione.it;srpc070006@pec.istruzione.it;https://www.liceomegara.edu.it/;NON PRESENTE;https://www.facebook.com/profile.php?id=100057202429499; 0931.522024
PAOLO CALLERI;Siracusa;statale;sris02100p@istruzione.it;sris02100p@pec.istruzione.it;https://www.istitutocallerimarzamemi.edu.it/;NON PRESENTE;https://www.facebook.com/istitutocalleri.marzamemi;0931 841272
"TERZO I.C. ""F. MAIORE"" - NOTO";Siracusa;statale;sric858005@istruzione.it;sric858005@pec.istruzione.it;https://www.maiorenoto.edu.it/;NON PRESENTE;https://www.facebook.com/61565879470362/;0931 835801
VII I.C. G.A. COSTANZO SIRACUSA;Siracusa;statale;sric80600c@istruzione.it;sric80600c@pec.istruzione.it;https://settimocostanzosr.edu.it/;NON PRESENTE;https://www.facebook.com/p/7-Istituto-Comprensivo-G-A-Costanzo-Siracusa-61553629702637/;0931 758333
VIII I.C. E. VITTORINI SIRACUSA;Siracusa;statale;sric829005@istruzione.it;sric829005@pec.istruzione.it;http://www.vittorini.edu.it/;NON PRESENTE;https://www.facebook.com/groups/743376552399062/;0931 37085
"X I.C. "" E. GIARACA' "" SIRACUSA";Siracusa;statale;sric81200q@istruzione.it;sric81200q@pec.istruzione.it;https://www.istitutocomprensivogiaraca.edu.it/;NON PRESENTE;https://www.facebook.com/p/X-Istituto-Comprensivo-E-Giarac%C3%A0-Siracusa-61572632858948/;0931 754888
"XII I.C. ""V. BRANCATI"" SIRACUSA";Siracusa;statale;sric808004@istruzione.it;sric808004@pec.istruzione.it;http://www.dodicesimosiracusa.edu.it/;NON PRESENTE;NON PRESENTE;0931 744736
"XIII I.C.""ARCHIMEDE"" SIRACUSA";Siracusa;statale;sric81300g@istruzione.it;sric81300g@pec.istruzione.it;http://www.istitutocomprensivoarchimede.edu.it/;NON PRESENTE;https://www.facebook.com/p/XIII-Istituto-Comprensivo-Archimede-Siracusa-61553999225379/;0931 493437
XV I.C. P. ORSI SIRACUSA;Siracusa;statale;sric80900x@istruzione.it;sric80900x@pec.istruzione.it;https://www.15icpaolorsi.edu.it/;NON PRESENTE;https://www.facebook.com/groups/237990755073691/;093168350
"""A. DAMIANI"" MARSALA";Trapani;statale;tpis01200q@istruzione.it;tpis01200q@pec.istruzione.it;https://www.istitutodamiani.edu.it/;NON PRESENTE;https://www.facebook.com/istitutodamiani.edu.it/;0923989031
"""I. E V. FLORIO"" ERICE";Trapani;statale;tpis03300r@istruzione.it;tpis03300r@pec.istruzione.it;https://www.istitutoflorioerice.edu.it/;NON PRESENTE;https://www.facebook.com/IpseoaiVFlorioErice/?locale=it_IT; 0923 556001
"""STEFANO PELLEGRINO""";Trapani;statale;tpic82000e@istruzione.it;tpic82000e@pec.istruzione.it;https://icstefanopellegrino.edu.it/;NON PRESENTE;https://www.facebook.com/pages/Istituto-Comprensivo-Stefano-Pellegrino-Marsala/870656369633144;0923 756011
CONVITTO AUDIOFONOLESI MARSALA;Trapani;statale;tpvc050004@istruzione.it;tpvc050004@pec.istruzione.it;https://www.cavourmazziniconvitto.edu.it/;NON PRESENTE;NON PRESENTE;0923989455
"I. C. ""D.ALIGHIERI"" VALDERICE";Trapani;statale;tpic83700x@istruzione.it;tpic83700x@pec.istruzione.it;https://icdantealighierivalderice.edu.it/;NON PRESENTE;https://www.facebook.com/DanteAlighieriValderice/?locale=it_IT;0923836068
"I. C. ""G. MAZZINI"" ERICE";Trapani;statale;tpic831001@istruzione.it;tpic831001@pec.istruzione.it;https://www.mazzinierice.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-GMazzini-Erice-100075501983166/;0923826198
"I.C ""NUNZIO NASI"" TRAPANI";Trapani;statale;tpic84000q@istruzione.it;tpic84000q@pec.istruzione.it;https://www.scuolanunzionasi.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-Nunzio-Nasi-Trapani-100062950734398/?locale=it_IT;0923 552682
"I.C. ""DON BOSCO-ROCCA""";Trapani;statale;tpic84800a@istruzione.it;tpic84800a@pec.istruzione.it;https://icdonboscorocca.edu.it/;NON PRESENTE;https://www.facebook.com/p/IC-Don-Bosco-Rocca-Alcamo-61566163570070/;0924 514585
"I.C. ""E. PERTINI""";Trapani;statale;tpic84200b@istruzione.it;tpic84200b@pec.istruzione.it;https://www.icpertinitrapani.edu.it/;NON PRESENTE;https://www.facebook.com/share/15ik7DGyB8/;0923539178
"I.C. ""F.VIVONA"" CALATAFIMI";Trapani;statale;tpic81300b@istruzione.it;tpic81300b@pec.istruzione.it;https://www.istitutocomprensivovivona.edu.it/;NON PRESENTE;https://www.facebook.com/p/IC-F-Vivona-Calatafimi-100057302085632/?locale=it_IT;0924951311
"I.C. ""G.GARIBALDI - G.PAOLO II""";Trapani;statale;tpic829001@istruzione.it;tpic829001@pec.istruzione.it;https://icgaribaldisalemi.edu.it/;NON PRESENTE;https://www.facebook.com/IstitutoComprensivoGaribaldiSalemi/?locale=it_IT;0924982254
"I.C. ""G.PAGOTO"" ERICE";Trapani;statale;tpic835008@istruzione.it;tpic835008@pec.istruzione.it;https://www.icgpagoto.edu.it/;NON PRESENTE;https://www.facebook.com/groups/megafono.pagoto.erice/?locale=it_IT;0923 551599
"I.C. ""G.PASCOLI - L.PIRANDELLO""";Trapani;statale;tpic81900a@istruzione.it;tpic81900a@pec.istruzione.it;https://pascoli-pirandello.edu.it/;NON PRESENTE;https://www.facebook.com/ICPascoliPirandello/?locale=it_IT;092431586
"I.C. ""GESUALDO NOSENGO""";Trapani;statale;tpic806008@istruzione.it;tpic806008@pec.istruzione.it;https://icnosengo.edu.it/;NON PRESENTE;https://www.facebook.com/istitutonosengopetrosino/?locale=it_IT;0923 985877
"I.C. ""GIOVANNI XXIII"" PACECO";Trapani;statale;tpic83300l@istruzione.it;tpic83300l@pec.istruzione.it;https://www.icpaceco.edu.it/;NON PRESENTE;https://www.facebook.com/p/IC-Giovanni-XXIII-di-Paceco-100063713406230/?locale=it_IT;0923881297
"I.C. ""GIUSEPPE PITRE""";Trapani;statale;tpic814007@istruzione.it;tpic814007@pec.istruzione.it;https://giuseppepitre.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Autonomo-Comprensivo-Giuseppe-Pitr%C3%A8-100057414310868/?locale=it_IT;092431282
"I.C. ""LUIGI STURZO - ASTA""";Trapani;statale;tpic82100a@istruzione.it;tpic82100a@pec.istruzione.it;https://icsturzoasta.edu.it/;NON PRESENTE;https://www.facebook.com/sturzo.asta/; 0923.712.353
"I.C. ""M.NUCCIO""";Trapani;statale;tpic81700p@istruzione.it;tpic81700p@pec.istruzione.it;https://www.marionuccio.edu.it/;NON PRESENTE;https://www.facebook.com/100064161514093/?locale=te_IN;0923 981319
"I.C. ""S. BAGOLINO"" ALCAMO";Trapani;statale;tpic83400c@istruzione.it;tpic83400c@pec.istruzione.it;https://www.scuolabagolino.edu.it/;NON PRESENTE;https://www.facebook.com/scuolabagolino/?locale=it_IT;39092422120
I.C. G.BOSCARINO-A.CASTIGLIONE;Trapani;statale;tpic83800q@istruzione.it;tpic83800q@pec.istruzione.it;https://www.icboscarinocastiglione.edu.it/;NON PRESENTE;https://www.facebook.com/BoscarinoCastiglione/?locale=it_IT;0923 941146
I.C. G.GARIBALDI - V.PIPITONE;Trapani;statale;tpic83900g@istruzione.it;tpic83900g@pec.istruzione.it;https://www.icgaribaldipipitonemarsala.edu.it/;NON PRESENTE;https://www.facebook.com/icgaribaldipipitonemarsala/?locale=it_IT;0923719661
"I.C.""L. PIRANDELLO - S.G.BOSCO""";Trapani;statale;tpic81800e@istruzione.it;tpic81800e@pec.istruzione.it;https://www.iccampobellodimazara.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-Comprensivo-Pirandello-SG-Bosco-Campobello-di-Mazara-TP-100064062254018/?locale=it_IT;0924 47674
"I.C.S. ""RITA LEVI-MONTALCINI""";Trapani;statale;tpic82400t@istruzione.it;tpic82400t@pec.istruzione.it;https://www.icpartanna.edu.it/;NON PRESENTE;https://www.facebook.com/istitutocomprensivopartanna/?locale=it_IT;092488327
"I.I.S. ""CIPOLLA-PANTALEO-GENTILE""";Trapani;statale;tpis032001@istruzione.it;tpis032001@pec.istruzione.it;https://liceicastelvetrano.edu.it/;NON PRESENTE;NON PRESENTE;0924 901344
"I.I.S. ""L.S. V.FARDELLA-L.C. L.XIMENES""";Trapani;statale;tpis029005@istruzione.it;tpis029005@pec.istruzione.it;https://liceofardellaximenes.edu.it/;NON PRESENTE;https://www.facebook.com/FardellaXimenes/?locale=it_IT;092323903
"I.I.S. ""S.CALVINO - G. B. AMICO""";Trapani;statale;tpis028009@istruzione.it;tpis028009@pec.istruzione.it;https://www.iscalvinoamico.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-dIstruzione-Superiore-Calvino-Amico-di-Trapani-100060537891784/?locale=it_IT;0923 21016
"I.I.S.S. ""F. D'AGUIRRE - D. ALIGHIERI""";Trapani;statale;tpis002005@istruzione.it;tpis002005@pec.istruzione.it;https://www.istitutodaguirre.edu.it/;NON PRESENTE;https://www.facebook.com/p/Istituto-DAguirre-Salemi-Alighieri-Partanna-100063854970819/;0924 534873
"I.I.S.S. ""R. D'ALTAVILLA -";Trapani;statale;tpis01400b@istruzione.it;tpis01400b@pec.istruzione.it;https://www.isruggierodaltavilla.edu.it/;NON PRESENTE;https://www.facebook.com/isdaltavillamazara/?locale=it_IT;0923 941459
"I.I.S.S. ""SCIASCIA E BUFALINO"" ERICE";Trapani;statale;tpis02200a@istruzione.it;tpis02200a@pec.istruzione.it;http://www.sciasciaebufalino.edu.it/;NON PRESENTE;https://www.facebook.com/p/IISS-Sciascia-e-Bufalino-100037144991017/?locale=it_IT;0923 569559
I.S. G.B.FERRIGNO V. ACCARDI - V. TITONE;Trapani;statale;tpis02100e@istruzione.it;tpis02100e@pec.istruzione.it;https://www.ferrignoaccardititone.edu.it/;NON PRESENTE;https://www.facebook.com/itcgbferrigno/?locale=it_IT;0924 81151
"I.T.E.T. ""G. CARUSO"" ALCAMO";Trapani;statale;tptd02000x@istruzione.it;tptd02000x@pec.istruzione.it;https://gcaruso.edu.it/;NON PRESENTE;https://www.facebook.com/ITETGirolamocaruso/?locale=it_IT;0924 507600
"I.T.E.T. ""G. GARIBALDI"" MARSALA";Trapani;statale;tptd03000e@istruzione.it;tptd03000e@pec.istruzione.it;https://itetgaribaldi.edu.it/;NON PRESENTE;https://www.facebook.com/ItcGiuseppeGaribaldi/?locale=it_IT;0923 951806
"IST. ISTRUZ. SUP. ""L.DA VINCI"" TRAPANI";Trapani;statale;tpis01800p@istruzione.it;tpis01800p@pec.istruzione.it;https://www.isdavincitorre.edu.it/;NON PRESENTE;https://www.facebook.com/itidavincitrapani/?locale=it_IT;0923 29498
"LIC. SCIENTIFICO ""P.RUGGIERI"" MARSALA";Trapani;statale;tpps10000q@istruzione.it;tpps10000q@pec.istruzione.it;http://liceoruggierimarsala.edu.it/;NON PRESENTE;https://www.facebook.com/p/Liceo-Scientifico-P-Ruggieri-Marsala-100063920358595/?locale=it_IT;0923 718295
LICEO PASCASINO - GIOVANNI XXIII;Trapani;statale;tppm03000q@istruzione.it;tppm03000q@pec.istruzione.it;https://www.liceopascasinomarsala.edu.it/;NON PRESENTE;https://www.facebook.com/liceopascasinogiovannixxiii/?locale=it_IT;0923 192 8988
POLO STATALE I.S.S. PIERSANTI MATTARELLA;Trapani;statale;tpis008004@istruzione.it;tpis008004@pec.istruzione.it;https://www.polostatalepiersantimattarella.edu.it/;NON PRESENTE;https://www.facebook.com/PoloStataleP.MattarellaCastellammaredelGolfoAlcamo/;092431903
